0	2.331038988	1.700011548	0.447168419	0.250785365	2.868555541	-0.48191019
0	2.341045642	1.676051776	0.457203723	0.22504724	2.864667433	-0.49164391
0	2.349045062	1.668053119	0.463203669	0.214029272	2.867325313	-0.497602825
0	2.334965671	1.689995977	0.479155324	0.239943319	2.86635304	-0.513992576
0	2.320965733	1.707998296	0.48115537	0.262573982	2.863622952	-0.516109573
0	2.314965977	1.755999395	0.511155389	0.306591431	2.882895204	-0.546624294
0	2.314965977	1.799999639	0.537155412	0.344112614	2.905289667	-0.573132246
0	2.335056512	1.796071917	0.527217727	0.330421156	2.920668089	-0.562886801
0	2.329056756	1.774071795	0.457217746	0.315128959	2.904982315	-0.49260092
0	2.333056848	1.730071551	0.38921762	0.27581895	2.88649155	-0.424125712
0	2.351038454	1.668064192	0.301211338	0.214074132	2.870899539	-0.335643166
0	2.355038545	1.63606346	0.225211315	0.185094162	2.858693835	-0.25930685
0	2.333092111	1.666103222	0.205245983	0.222281971	2.855635191	-0.239338753
0	2.36509208	1.68410249	0.217245972	0.221114004	2.892194353	-0.251749835
0	2.383092111	1.722099926	0.217245972	0.244377785	2.927212894	-0.252301702
0	2.367091745	1.736098339	0.203245937	0.264715001	2.920886807	-0.23836088
0	2.379033593	1.728074026	0.171225378	0.251818271	2.927339423	-0.206470987
0	2.40303338	1.662076712	0.101225397	0.183358842	2.914658328	-0.135872624
0	2.393032769	1.680075979	0.11122534	0.203871496	2.915261303	-0.146014228
0	2.409046553	1.673991041	0.101147435	0.190631641	2.925933003	-0.136226815
0	2.409046553	1.655991774	0.101147435	0.175212586	2.916649536	-0.136017969
0	2.396950587	1.658025775	0.105183723	0.182929434	2.907305305	-0.139992445
0	2.38695074	1.71402553	0.151183726	0.235757707	2.927094737	-0.186570573
0	2.40495077	1.686025653	0.11318381	0.202734475	2.92850935	-0.148367787
0	2.376950129	1.728026995	0.155183723	0.252884912	2.92570446	-0.190666812
0	2.37899942	1.746020969	0.141176681	0.267471995	2.936891579	-0.176875397
0	2.386999603	1.752020725	0.13717678	0.268510558	2.946885672	-0.172997423
0	2.367026205	1.750003503	0.115161643	0.277263388	2.9289872	-0.150819489
0	2.32902648	1.756003259	0.091161666	0.302163941	2.899806972	-0.12664405
0	2.313026877	1.716003869	0.031161723	0.276547123	2.866162684	-0.066081915
0	2.307029036	1.740026314	0.027182796	0.300177507	2.873470584	-0.062239205
0	2.287029341	1.762026437	0.015182712	0.329419906	2.867824399	-0.050364954
0	2.309015427	1.748066702	-0.008781484	0.306207455	2.879741709	-0.026291353
0	2.323069355	1.722063111	-0.004789262	0.276759439	2.878311653	-0.030029391
0	2.327069447	1.704063843	-0.020789246	0.25938189	2.872637677	-0.013849136
0	2.329069874	1.682063721	-0.052789216	0.239713468	2.86337054	0.018388707
0	2.333013379	1.644045171	-0.06680296	0.205066581	2.847309935	0.032747825
0	2.31901344	1.642043218	-0.096802884	0.210771323	2.834629482	0.06285868
0	2.317013776	1.676042852	-0.102802831	0.240966628	2.850523929	0.068478574
0	2.323114059	1.704038573	-0.100811266	0.261997054	2.870146875	0.066209975
0	2.335113571	1.698038817	-0.098811221	0.250654077	2.877308718	0.064202383
0	2.34706871	1.696077785	-0.104774633	0.242771928	2.886612916	0.070119676
0	2.353069229	1.708080348	-0.100774732	0.249931962	2.897898257	0.065943321
0	2.365114526	1.70609586	-0.126761019	0.242291656	2.907479977	0.091940722
0	2.385114984	1.708094761	-0.116761171	0.233621349	2.925530003	0.081790195
0	2.385163955	1.686150871	-0.090712311	0.214557484	2.913955798	0.056278476
0	2.385163955	1.67415136	-0.084712365	0.204239171	2.907698509	0.05041619
0	2.393137489	1.652103498	-0.080754468	0.18128361	2.903110856	0.046453215
